time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
17.068190,0.007793,-0.310721,-1.095518,0.000158,0.001938,0.009697,0.000450,-0.000091,0.000108,-0.000007,-0.000045,0.000470,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.070145,0.007794,-0.310717,-1.095499,0.000159,0.001938,0.009697,0.000426,-0.000049,0.000107,-0.000003,-0.000042,0.000471,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.072098,0.007794,-0.310713,-1.095479,0.000160,0.001938,0.009698,0.000401,-0.000009,0.000107,0.000001,-0.000040,0.000472,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.074053,0.007794,-0.310709,-1.095460,0.000160,0.001938,0.009698,0.000378,0.000030,0.000107,0.000005,-0.000037,0.000472,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.076006,0.007794,-0.310705,-1.095441,0.000161,0.001938,0.009698,0.000356,0.000067,0.000107,0.000009,-0.000035,0.000473,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.077959,0.007795,-0.310701,-1.095421,0.000162,0.001938,0.009698,0.000334,0.000102,0.000106,0.000012,-0.000033,0.000474,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.079914,0.007795,-0.310697,-1.095402,0.000162,0.001938,0.009698,0.000313,0.000135,0.000106,0.000015,-0.000031,0.000474,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.081867,0.007795,-0.310694,-1.095382,0.000163,0.001939,0.009699,0.000294,0.000167,0.000106,0.000018,-0.000029,0.000475,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.083822,0.007796,-0.310690,-1.095363,0.000164,0.001939,0.009699,0.000275,0.000196,0.000105,0.000021,-0.000027,0.000475,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.085775,0.007796,-0.310686,-1.095344,0.000164,0.001940,0.009699,0.000257,0.000224,0.000105,0.000024,-0.000025,0.000476,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,30,0
17.087730,0.007796,-0.310682,-1.095324,0.000165,0.001940,0.009699,0.000240,0.000249,0.000105,0.000027,-0.000024,0.000477,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,30,0
17.089684,0.007797,-0.310678,-1.095305,0.000165,0.001941,0.009699,0.000224,0.000273,0.000105,0.000029,-0.000022,0.000477,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,30,0
17.091639,0.007797,-0.310674,-1.095285,0.000166,0.001941,0.009700,0.000210,0.000294,0.000105,0.000031,-0.000021,0.000478,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,30,0
17.093592,0.007797,-0.310670,-1.095266,0.000166,0.001942,0.009700,0.000196,0.000313,0.000105,0.000033,-0.000019,0.000478,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,30,0
17.095547,0.007798,-0.310666,-1.095247,0.000166,0.001942,0.009700,0.000183,0.000331,0.000104,0.000035,-0.000018,0.000479,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,31,0
17.097500,0.007798,-0.310663,-1.095227,0.000167,0.001943,0.009700,0.000172,0.000346,0.000105,0.000036,-0.000017,0.000479,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,31,0
17.099455,0.007798,-0.310659,-1.095208,0.000167,0.001944,0.009701,0.000161,0.000360,0.000106,0.000037,-0.000016,0.000480,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,31,0
17.101408,0.007799,-0.310655,-1.095188,0.000167,0.001945,0.009701,0.000151,0.000373,0.000107,0.000039,-0.000015,0.000480,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,31,0
17.103361,0.007799,-0.310651,-1.095169,0.000168,0.001945,0.009701,0.000142,0.000384,0.000107,0.000040,-0.000014,0.000481,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,31,0
17.105316,0.007799,-0.310647,-1.095150,0.000168,0.001946,0.009701,0.000134,0.000393,0.000108,0.000041,-0.000013,0.000482,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,-1,31,0
17.107269,0.007800,-0.310643,-1.095130,0.000168,0.001947,0.009702,0.000126,0.000401,0.000214,0.000041,-0.000013,0.000482,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,-1,31,0
17.109224,0.007800,-0.310639,-1.095111,0.000168,0.001948,0.009702,0.000119,0.000408,0.000345,0.000042,-0.000012,0.000483,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,-1,31,0
