time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
10.625852,-0.005525,-0.001524,-0.984930,0.000044,-0.000054,-0.104408,-0.000059,-0.000246,0.051858,-0.000030,0.000002,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6534,0,31,0
10.627806,-0.005525,-0.001524,-0.985139,0.000043,-0.000055,-0.104304,-0.000057,-0.000238,0.051899,-0.000029,0.000002,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6534,0,31,0
10.629760,-0.005525,-0.001525,-0.985348,0.000043,-0.000055,-0.104200,-0.000054,-0.000231,0.051927,-0.000028,0.000001,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6534,0,31,0
10.631714,-0.005525,-0.001525,-0.985556,0.000043,-0.000056,-0.104096,-0.000052,-0.000223,0.051943,-0.000027,0.000001,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6534,0,31,0
10.633668,-0.005525,-0.001525,-0.985765,0.000043,-0.000056,-0.103992,-0.000049,-0.000215,0.051949,-0.000027,0.000001,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6534,0,32,0
10.635622,-0.005525,-0.001525,-0.985973,0.000043,-0.000056,-0.103889,-0.000045,-0.000207,0.051946,-0.000026,0.000000,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6535,0,32,0
10.637576,-0.005525,-0.001525,-0.986180,0.000043,-0.000057,-0.103785,-0.000042,-0.000199,0.051829,-0.000025,0.000000,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6535,0,32,0
10.639530,-0.005525,-0.001525,-0.986388,0.000043,-0.000057,-0.103681,-0.000038,-0.000191,0.051679,-0.000024,-0.000000,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6535,0,32,0
10.641484,-0.005525,-0.001525,-0.986596,0.000043,-0.000058,-0.103578,-0.000034,-0.000184,0.051536,-0.000024,-0.000001,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6535,0,32,0
10.643438,-0.005524,-0.001525,-0.986803,0.000043,-0.000058,-0.103475,-0.000030,-0.000176,0.051396,-0.000023,-0.000001,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6535,0,32,0
10.645392,-0.005524,-0.001525,-0.987010,0.000043,-0.000058,-0.103373,-0.000026,-0.000168,0.051261,-0.000022,-0.000002,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6535,0,32,0
10.647346,-0.005524,-0.001526,-0.987217,0.000043,-0.000059,-0.103270,-0.000023,-0.000160,0.051130,-0.000021,-0.000002,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6528,0,32,0
10.649300,-0.005524,-0.001526,-0.987423,0.000043,-0.000059,-0.103167,-0.000020,-0.000152,0.051744,-0.000021,-0.000002,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6528,0,32,0
10.651254,-0.005524,-0.001526,-0.987630,0.000043,-0.000059,-0.103063,-0.000017,-0.000144,0.052529,-0.000020,-0.000002,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6529,0,32,0
10.653208,-0.005524,-0.001526,-0.987836,0.000043,-0.000059,-0.102957,-0.000014,-0.000136,0.053125,-0.000019,-0.000003,0.000488,10.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1456.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6529,0,32,0
