time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, raw_of_2, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
17.910364,0.007788,-0.310607,-1.087311,0.000168,0.001969,0.008822,0.001605,0.000393,-0.000085,0.000039,-0.000161,0.000447,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,3
17.912317,0.007789,-0.310603,-1.087293,0.000172,0.001970,0.008822,0.001551,0.000380,-0.000067,0.000038,-0.000156,0.000448,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
17.914272,0.007789,-0.310600,-1.087275,0.000175,0.001971,0.008822,0.001497,0.000368,-0.000051,0.000037,-0.000150,0.000449,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
17.916225,0.007790,-0.310596,-1.087258,0.000177,0.001971,0.008822,0.001443,0.000354,-0.000036,0.000035,-0.000144,0.000450,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
17.918180,0.007790,-0.310592,-1.087240,0.000180,0.001972,0.008822,0.001388,0.000339,-0.000022,0.000034,-0.000139,0.000451,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
17.920134,0.007790,-0.310588,-1.087222,0.000183,0.001973,0.008821,0.001334,0.000324,-0.000010,0.000032,-0.000133,0.000453,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
17.922089,0.007791,-0.310584,-1.087205,0.000186,0.001973,0.008821,0.001280,0.000308,0.000001,0.000031,-0.000128,0.000454,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
17.924042,0.007791,-0.310580,-1.087187,0.000188,0.001974,0.008822,0.001226,0.000292,0.000011,0.000029,-0.000122,0.000455,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,29,2
17.925997,0.007791,-0.310576,-1.087170,0.000190,0.001974,0.008822,0.001172,0.000276,0.000020,0.000027,-0.000117,0.000456,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,29,2
17.927950,0.007792,-0.310572,-1.087152,0.000193,0.001975,0.008822,0.001118,0.000259,0.000027,0.000026,-0.000111,0.000457,10.000000,9.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,29,1
