time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, raw_of_2, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
15.098558,0.008109,-0.321727,-1.108431,0.000316,0.003517,0.000493,-0.001703,0.005042,0.006182,0.000515,0.000174,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-3,31,0
15.100512,0.008110,-0.321720,-1.108430,0.000312,0.003527,0.000505,-0.001708,0.005053,0.006178,0.000516,0.000174,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-3,31,0
15.102466,0.008110,-0.321713,-1.108429,0.000309,0.003537,0.000518,-0.001713,0.005060,0.006175,0.000517,0.000175,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-3,31,1
15.104420,0.008111,-0.321706,-1.108428,0.000305,0.003547,0.000530,-0.001718,0.005062,0.006171,0.000517,0.000175,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-3,31,1
15.106374,0.008111,-0.321699,-1.108427,0.000302,0.003558,0.000542,-0.001723,0.005063,0.006169,0.000517,0.000176,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,1
15.108328,0.008112,-0.321692,-1.108426,0.000299,0.003568,0.000555,-0.001729,0.005060,0.006166,0.000517,0.000177,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,1
15.110282,0.008113,-0.321684,-1.108425,0.000295,0.003578,0.000567,-0.001735,0.005054,0.006163,0.000516,0.000177,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,1
15.112236,0.008113,-0.321677,-1.108424,0.000292,0.003588,0.000579,-0.001740,0.005045,0.006161,0.000515,0.000178,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,1
15.114190,0.008114,-0.321670,-1.108423,0.000288,0.003598,0.000592,-0.001746,0.005033,0.006159,0.000513,0.000178,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,0
15.116144,0.008114,-0.321663,-1.108421,0.000285,0.003608,0.000604,-0.001753,0.005020,0.006158,0.000512,0.000179,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,0
15.118098,0.008115,-0.321656,-1.108420,0.000281,0.003618,0.000616,-0.001759,0.005002,0.006156,0.000510,0.000180,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,0
15.120052,0.008116,-0.321648,-1.108419,0.000278,0.003628,0.000629,-0.001766,0.004982,0.006155,0.000508,0.000180,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-2,31,0
15.122006,0.008116,-0.321641,-1.108418,0.000274,0.003638,0.000641,-0.001772,0.004958,0.006153,0.000505,0.000181,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-1,31,0
15.123960,0.008117,-0.321634,-1.108416,0.000270,0.003648,0.000653,-0.001779,0.004932,0.006152,0.000502,0.000182,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-1,31,0
15.125914,0.008117,-0.321627,-1.108415,0.000267,0.003658,0.000665,-0.001786,0.004903,0.006151,0.000499,0.000183,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-1,31,0
15.127868,0.008118,-0.321619,-1.108414,0.000263,0.003667,0.000678,-0.001793,0.004872,0.006150,0.000496,0.000183,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-1,31,0
15.129822,0.008118,-0.321612,-1.108412,0.000260,0.003677,0.000690,-0.001800,0.004838,0.006149,0.000492,0.000184,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-1,31,0
15.131776,0.008119,-0.321605,-1.108411,0.000256,0.003687,0.000702,-0.001808,0.004802,0.006148,0.000488,0.000185,0.000427,10.000000,0.000000,-81.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1252.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,-1,30,0
