t,drone_x,drone_y,drone_z,drone_vel_x,drone_vel_y,drone_vel_z,drone_roll,drone_pitch,drone_yaw,flower_x,flower_y,flower_z,flower_vel_x,flower_vel_y,flower_vel_z,flower_roll,flower_pitch,flower_yaw,dx,dy,dz,distance
5.932000,-0.000103,-0.003863,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003863,1.065196,1.463688
5.934000,-0.000103,-0.003861,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003861,1.065196,1.463687
5.936000,-0.000103,-0.003859,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003859,1.065196,1.463686
5.938000,-0.000103,-0.003858,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003858,1.065196,1.463685
5.940000,-0.000103,-0.003856,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003856,1.065196,1.463684
5.942000,-0.000103,-0.003854,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003854,1.065196,1.463682
5.944000,-0.000103,-0.003853,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000103,1.003853,1.065196,1.463681
5.946000,-0.000102,-0.003851,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003851,1.065196,1.463680
5.948000,-0.000102,-0.003849,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003849,1.065196,1.463679
5.950000,-0.000102,-0.003848,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003848,1.065196,1.463678
5.952000,-0.000102,-0.003846,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003846,1.065196,1.463677
5.954000,-0.000102,-0.003844,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003844,1.065196,1.463675
5.956000,-0.000102,-0.003842,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003842,1.065196,1.463674
5.958000,-0.000102,-0.003841,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003841,1.065196,1.463673
5.960000,-0.000102,-0.003839,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003839,1.065196,1.463672
5.962000,-0.000102,-0.003837,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003837,1.065196,1.463671
5.964000,-0.000102,-0.003836,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003836,1.065196,1.463670
5.966000,-0.000102,-0.003834,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003834,1.065196,1.463668
5.968000,-0.000102,-0.003832,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003832,1.065196,1.463667
5.970000,-0.000102,-0.003831,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003831,1.065196,1.463666
5.972000,-0.000102,-0.003829,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003829,1.065196,1.463665
5.974000,-0.000102,-0.003827,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003827,1.065196,1.463664
5.976000,-0.000102,-0.003826,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003826,1.065196,1.463663
5.978000,-0.000102,-0.003824,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003824,1.065196,1.463662
5.980000,-0.000102,-0.003822,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570114,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003822,1.065196,1.463660
5.982000,-0.000102,-0.003820,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003820,1.065196,1.463659
5.984000,-0.000102,-0.003819,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003819,1.065196,1.463658
5.986000,-0.000102,-0.003817,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003817,1.065196,1.463657
5.988000,-0.000102,-0.003815,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003815,1.065196,1.463656
5.990000,-0.000102,-0.003814,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000102,1.003814,1.065196,1.463655
5.992000,-0.000101,-0.003812,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003812,1.065196,1.463653
5.994000,-0.000101,-0.003810,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003810,1.065196,1.463652
5.996000,-0.000101,-0.003809,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003809,1.065196,1.463651
5.998000,-0.000101,-0.003807,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003807,1.065196,1.463650
6.000000,-0.000101,-0.003805,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003805,1.065196,1.463649
6.002000,-0.000101,-0.003804,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003804,1.065196,1.463648
6.004000,-0.000101,-0.003802,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003802,1.065196,1.463646
6.006000,-0.000101,-0.003800,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003800,1.065196,1.463645
6.008000,-0.000101,-0.003798,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003798,1.065196,1.463644
6.010000,-0.000101,-0.003797,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003797,1.065196,1.463643
6.012000,-0.000101,-0.003795,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003795,1.065196,1.463642
6.014000,-0.000101,-0.003793,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003793,1.065196,1.463641
6.016000,-0.000101,-0.003792,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003792,1.065196,1.463639
6.018000,-0.000101,-0.003790,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003790,1.065196,1.463638
6.020000,-0.000101,-0.003788,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003788,1.065196,1.463637
6.022000,-0.000101,-0.003787,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003787,1.065196,1.463636
6.024000,-0.000101,-0.003785,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003785,1.065196,1.463635
6.026000,-0.000101,-0.003783,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003783,1.065196,1.463634
6.028000,-0.000101,-0.003782,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003782,1.065196,1.463632
6.030000,-0.000101,-0.003780,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003780,1.065196,1.463631
6.032000,-0.000101,-0.003778,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570115,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003778,1.065196,1.463630
6.034000,-0.000101,-0.003776,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000101,1.003776,1.065196,1.463629
6.036000,-0.000100,-0.003775,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003775,1.065196,1.463628
6.038000,-0.000100,-0.003773,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003773,1.065196,1.463627
6.040000,-0.000100,-0.003771,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003771,1.065196,1.463626
6.042000,-0.000100,-0.003770,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003770,1.065196,1.463624
6.044000,-0.000100,-0.003768,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003768,1.065196,1.463623
6.046000,-0.000100,-0.003766,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003766,1.065196,1.463622
6.048000,-0.000100,-0.003765,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003765,1.065196,1.463621
6.050000,-0.000100,-0.003763,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003763,1.065196,1.463620
6.052000,-0.000100,-0.003761,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003761,1.065196,1.463619
6.054000,-0.000100,-0.003760,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003760,1.065196,1.463617
6.056000,-0.000100,-0.003758,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003758,1.065196,1.463616
6.058000,-0.000100,-0.003756,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003756,1.065196,1.463615
6.060000,-0.000100,-0.003754,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003754,1.065196,1.463614
6.062000,-0.000100,-0.003753,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003753,1.065196,1.463613
6.064000,-0.000100,-0.003751,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003751,1.065196,1.463612
6.066000,-0.000100,-0.003749,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003749,1.065196,1.463610
6.068000,-0.000100,-0.003748,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003748,1.065196,1.463609
6.070000,-0.000100,-0.003746,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003746,1.065196,1.463608
6.072000,-0.000100,-0.003744,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003744,1.065196,1.463607
6.074000,-0.000100,-0.003743,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003743,1.065196,1.463606
6.076000,-0.000100,-0.003741,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003741,1.065196,1.463605
6.078000,-0.000100,-0.003739,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003739,1.065196,1.463603
6.080000,-0.000100,-0.003738,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000100,1.003738,1.065196,1.463602
6.082000,-0.000099,-0.003736,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003736,1.065196,1.463601
6.084000,-0.000099,-0.003734,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570116,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003734,1.065196,1.463600
6.086000,-0.000099,-0.003732,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003732,1.065196,1.463599
6.088000,-0.000099,-0.003731,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003731,1.065196,1.463598
6.090000,-0.000099,-0.003729,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003729,1.065196,1.463597
6.092000,-0.000099,-0.003727,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003727,1.065196,1.463595
6.094000,-0.000099,-0.003726,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003726,1.065196,1.463594
6.096000,-0.000099,-0.003724,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003724,1.065196,1.463593
6.098000,-0.000099,-0.003722,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003722,1.065196,1.463592
6.100000,-0.000099,-0.003721,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003721,1.065196,1.463591
6.102000,-0.000099,-0.003719,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003719,1.065196,1.463590
6.104000,-0.000099,-0.003717,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003717,1.065196,1.463588
6.106000,-0.000099,-0.003716,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003716,1.065196,1.463587
6.108000,-0.000099,-0.003714,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003714,1.065196,1.463586
6.110000,-0.000099,-0.003712,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003712,1.065196,1.463585
6.112000,-0.000099,-0.003710,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003710,1.065196,1.463584
6.114000,-0.000099,-0.003709,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003709,1.065196,1.463583
6.116000,-0.000099,-0.003707,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003707,1.065196,1.463581
6.118000,-0.000099,-0.003705,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003705,1.065196,1.463580
6.120000,-0.000099,-0.003704,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003704,1.065196,1.463579
6.122000,-0.000099,-0.003702,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003702,1.065196,1.463578
6.124000,-0.000099,-0.003700,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003700,1.065196,1.463577
6.126000,-0.000099,-0.003699,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000099,1.003699,1.065196,1.463576
6.128000,-0.000098,-0.003697,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003697,1.065196,1.463574
6.130000,-0.000098,-0.003695,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003695,1.065196,1.463573
6.132000,-0.000098,-0.003694,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003694,1.065196,1.463572
6.134000,-0.000098,-0.003692,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570117,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003692,1.065196,1.463571
6.136000,-0.000098,-0.003690,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003690,1.065196,1.463570
6.138000,-0.000098,-0.003688,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003688,1.065196,1.463569
6.140000,-0.000098,-0.003687,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003687,1.065196,1.463567
6.142000,-0.000098,-0.003685,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003685,1.065196,1.463566
6.144000,-0.000098,-0.003683,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003683,1.065196,1.463565
6.146000,-0.000098,-0.003682,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003682,1.065196,1.463564
6.148000,-0.000098,-0.003680,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003680,1.065196,1.463563
6.150000,-0.000098,-0.003678,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003678,1.065196,1.463562
6.152000,-0.000098,-0.003677,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003677,1.065196,1.463561
6.154000,-0.000098,-0.003675,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003675,1.065196,1.463559
6.156000,-0.000098,-0.003673,0.034804,0.000022,-0.003928,-0.036093,-0.000000,-0.000981,1.570118,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,0.000098,1.003673,1.065196,1.463558
