t,drone_x,drone_y,drone_z,drone_vel_x,drone_vel_y,drone_vel_z,drone_roll,drone_pitch,drone_yaw,flower_x,flower_y,flower_z,flower_vel_x,flower_vel_y,flower_vel_z,flower_roll,flower_pitch,flower_yaw,dx,dy,dz,distance
0.002000,0.000000,-0.000000,0.099990,0.000000,-0.000000,-0.009800,-0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000010,1.414220
0.004000,0.000000,-0.000000,0.099941,0.000000,-0.000000,-0.029352,-0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000059,1.414255
0.006000,0.000000,-0.000000,0.099853,0.000000,-0.000000,-0.048869,0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000147,1.414317
0.008000,0.000000,-0.000000,0.099726,0.000000,0.000000,-0.068350,0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000274,1.414407
0.010000,0.000000,0.000000,0.099560,0.000000,0.000000,-0.087795,0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000440,1.414525
0.012000,0.000000,0.000000,0.099355,0.000000,0.000000,-0.107203,-0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000645,1.414670
0.014000,0.000000,0.000000,0.099111,-0.000000,0.000000,-0.126576,-0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.000889,1.414842
0.016000,0.000000,0.000000,0.098829,0.000000,0.000000,-0.145912,-0.000000,0.000000,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.001171,1.415042
0.018000,0.000000,0.000000,0.098508,0.000000,0.000000,-0.165213,-0.000000,0.000001,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.001492,1.415269
0.020000,0.000000,0.000000,0.098148,0.000000,0.000000,-0.184478,-0.000000,0.000001,1.570000,0.000000,1.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.571000,-0.000000,1.000000,1.001852,1.415524
