time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, raw_of_y_2, of_y, of_y_2, raw_of_y_d, raw_of_y_d_2, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
11.532508,-0.004599,-0.001533,-1.056756,0.000127,-0.000009,-0.054760,-0.000196,-0.000940,0.042579,-0.000099,0.000008,0.000490,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.534462,-0.004598,-0.001533,-1.056865,0.000127,-0.000011,-0.054675,-0.000197,-0.000987,0.042437,-0.000104,0.000008,0.000490,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.536416,-0.004598,-0.001533,-1.056974,0.000126,-0.000013,-0.054590,-0.000199,-0.001032,0.042302,-0.000109,0.000008,0.000490,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.538370,-0.004598,-0.001533,-1.057083,0.000126,-0.000015,-0.054506,-0.000200,-0.001075,0.042171,-0.000113,0.000009,0.000490,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.540324,-0.004598,-0.001533,-1.057192,0.000125,-0.000017,-0.054422,-0.000201,-0.001118,0.042046,-0.000118,0.000009,0.000490,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.542278,-0.004597,-0.001533,-1.057301,0.000125,-0.000020,-0.054338,-0.000203,-0.001159,0.041926,-0.000122,0.000009,0.000490,10.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.544232,-0.004597,-0.001533,-1.057410,0.000124,-0.000022,-0.054254,-0.000204,-0.001198,0.041811,-0.000126,0.000009,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.546186,-0.004597,-0.001533,-1.057518,0.000124,-0.000024,-0.054170,-0.000206,-0.001236,0.041698,-0.000130,0.000009,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.548140,-0.004597,-0.001533,-1.057627,0.000124,-0.000027,-0.054087,-0.000208,-0.001271,0.041589,-0.000134,0.000010,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.550094,-0.004596,-0.001533,-1.057735,0.000123,-0.000029,-0.054004,-0.000210,-0.001305,0.041484,-0.000138,0.000010,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.552048,-0.004596,-0.001533,-1.057843,0.000123,-0.000032,-0.053921,-0.000212,-0.001337,0.041380,-0.000141,0.000010,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.554002,-0.004596,-0.001534,-1.057951,0.000122,-0.000035,-0.053839,-0.000214,-0.001367,0.041280,-0.000144,0.000010,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6511,2,31,0
11.555956,-0.004596,-0.001534,-1.058058,0.000122,-0.000038,-0.053756,-0.000216,-0.001395,0.041182,-0.000147,0.000011,0.000490,10.000000,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6512,2,30,0
