time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
12.241810,0.005593,-0.309160,-1.092088,0.001357,-0.021887,-0.029717,-0.001358,0.025270,0.036862,0.000502,0.000010,0.000488,10.000000,9.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.243764,0.005596,-0.309204,-1.092148,0.001355,-0.021837,-0.029643,-0.001354,0.025134,0.036782,0.000492,0.000009,0.000488,10.000000,9.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.245718,0.005599,-0.309248,-1.092207,0.001352,-0.021787,-0.029570,-0.001349,0.025000,0.036703,0.000484,0.000009,0.000488,10.000000,9.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1484.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.247672,0.005601,-0.309291,-1.092266,0.001349,-0.021737,-0.029496,-0.001344,0.024867,0.036625,0.000475,0.000009,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.249626,0.005604,-0.309335,-1.092325,0.001347,-0.021687,-0.029423,-0.001339,0.024737,0.036548,0.000466,0.000009,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.251580,0.005607,-0.309378,-1.092384,0.001344,-0.021638,-0.029350,-0.001333,0.024608,0.036472,0.000458,0.000008,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.253534,0.005609,-0.309421,-1.092442,0.001341,-0.021589,-0.029277,-0.001328,0.024482,0.036398,0.000450,0.000008,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.255488,0.005612,-0.309465,-1.092501,0.001339,-0.021540,-0.029205,-0.001322,0.024359,0.036324,0.000442,0.000008,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.257442,0.005615,-0.309508,-1.092559,0.001336,-0.021492,-0.029132,-0.001317,0.024238,0.036250,0.000434,0.000007,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,1
12.259396,0.005617,-0.309551,-1.092617,0.001333,-0.021443,-0.029060,-0.001311,0.024120,0.036178,0.000427,0.000007,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,3,31,1
12.261350,0.005620,-0.309593,-1.092676,0.001331,-0.021395,-0.028988,-0.001306,0.024004,0.036001,0.000420,0.000007,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,3,31,1
12.263304,0.005623,-0.309636,-1.092734,0.001328,-0.021348,-0.028916,-0.001300,0.023891,0.035799,0.000413,0.000007,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,3,31,1
12.265258,0.005625,-0.309679,-1.092791,0.001326,-0.021300,-0.028845,-0.001294,0.023781,0.035611,0.000406,0.000006,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,3,31,1
12.267212,0.005628,-0.309721,-1.092849,0.001323,-0.021253,-0.028774,-0.001289,0.023675,0.035434,0.000400,0.000006,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,3,31,0
12.269166,0.005631,-0.309764,-1.092906,0.001320,-0.021205,-0.028703,-0.001284,0.023573,0.035268,0.000394,0.000006,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.271120,0.005633,-0.309806,-1.092964,0.001318,-0.021158,-0.028633,-0.001278,0.023472,0.035217,0.000389,0.000005,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.273074,0.005636,-0.309849,-1.093021,0.001315,-0.021112,-0.028562,-0.001273,0.023374,0.035199,0.000383,0.000005,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.275028,0.005639,-0.309891,-1.093078,0.001313,-0.021065,-0.028492,-0.001268,0.023280,0.035177,0.000378,0.000005,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.276982,0.005641,-0.309933,-1.093135,0.001310,-0.021019,-0.028422,-0.001263,0.023189,0.035152,0.000373,0.000004,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.278936,0.005644,-0.309975,-1.093192,0.001308,-0.020972,-0.028351,-0.001258,0.023102,0.035122,0.000369,0.000004,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.280890,0.005646,-0.310017,-1.093248,0.001305,-0.020926,-0.028281,-0.001253,0.023018,0.035089,0.000365,0.000004,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.282844,0.005649,-0.310059,-1.093305,0.001303,-0.020880,-0.028211,-0.001249,0.022939,0.035053,0.000362,0.000004,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.284798,0.005652,-0.310100,-1.093361,0.001300,-0.020835,-0.028141,-0.001244,0.022863,0.035014,0.000358,0.000004,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.286752,0.005654,-0.310142,-1.093418,0.001298,-0.020789,-0.028071,-0.001240,0.022791,0.034973,0.000355,0.000003,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.288706,0.005657,-0.310184,-1.093474,0.001295,-0.020743,-0.028001,-0.001236,0.022722,0.034931,0.000353,0.000003,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,3,31,0
12.290660,0.005659,-0.310225,-1.093530,0.001293,-0.020698,-0.027931,-0.001231,0.022658,0.034885,0.000351,0.000003,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,2,31,0
12.292614,0.005662,-0.310266,-1.093585,0.001290,-0.020653,-0.027862,-0.001228,0.022598,0.034838,0.000349,0.000003,0.000489,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,2,31,0
12.294568,0.005665,-0.310308,-1.093641,0.001288,-0.020608,-0.027792,-0.001224,0.022541,0.034790,0.000348,0.000003,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,2,31,1
12.296522,0.005667,-0.310349,-1.093697,0.001285,-0.020563,-0.027722,-0.001220,0.022487,0.034740,0.000347,0.000003,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,2,31,1
12.298476,0.005670,-0.310390,-1.093752,0.001283,-0.020518,-0.027653,-0.001217,0.022438,0.034689,0.000346,0.000002,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6499,2,31,1
12.300430,0.005672,-0.310431,-1.093807,0.001281,-0.020473,-0.027584,-0.001214,0.022393,0.034637,0.000346,0.000002,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6496,2,31,1
12.302384,0.005675,-0.310472,-1.093862,0.001278,-0.020428,-0.027514,-0.001211,0.022350,0.034902,0.000346,0.000002,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6496,2,31,1
12.304338,0.005677,-0.310513,-1.093917,0.001276,-0.020384,-0.027444,-0.001208,0.022311,0.035238,0.000347,0.000002,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6496,1,31,1
12.306292,0.005680,-0.310553,-1.093972,0.001273,-0.020339,-0.027373,-0.001205,0.022275,0.035536,0.000347,0.000002,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6496,1,31,1
12.308246,0.005683,-0.310594,-1.094027,0.001271,-0.020295,-0.027301,-0.001203,0.022242,0.035799,0.000348,0.000002,0.000488,10.000000,8.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1584.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6496,1,31,1
