time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
15.635908,0.008104,-0.319365,-1.106276,-0.000176,0.004566,0.004358,-0.000079,-0.002841,0.007481,-0.000290,0.000009,0.000493,10.000000,4.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1552.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.637862,0.008104,-0.319356,-1.106267,-0.000176,0.004560,0.004373,-0.000086,-0.002838,0.007496,-0.000290,0.000009,0.000493,10.000000,4.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1552.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.639816,0.008103,-0.319347,-1.106259,-0.000176,0.004554,0.004388,-0.000092,-0.002834,0.007509,-0.000289,0.000010,0.000493,10.000000,4.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1552.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.641770,0.008103,-0.319338,-1.106250,-0.000176,0.004549,0.004403,-0.000098,-0.002829,0.007521,-0.000289,0.000010,0.000493,10.000000,4.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1552.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.643724,0.008103,-0.319329,-1.106241,-0.000176,0.004543,0.004418,-0.000103,-0.002823,0.007532,-0.000288,0.000011,0.000492,10.000000,4.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1552.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.645678,0.008102,-0.319320,-1.106232,-0.000177,0.004538,0.004433,-0.000107,-0.002815,0.007542,-0.000287,0.000011,0.000492,10.000000,4.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1552.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.647632,0.008102,-0.319311,-1.106223,-0.000177,0.004532,0.004448,-0.000111,-0.002807,0.007550,-0.000286,0.000012,0.000492,10.000000,5.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1486.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,30,-1
15.649586,0.008102,-0.319302,-1.106214,-0.000177,0.004526,0.004463,-0.000114,-0.002798,0.007558,-0.000285,0.000012,0.000492,10.000000,5.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1486.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,31,-1
15.651540,0.008101,-0.319293,-1.106205,-0.000177,0.004521,0.004478,-0.000116,-0.002789,0.007566,-0.000284,0.000012,0.000492,10.000000,5.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1486.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,31,-1
15.653494,0.008101,-0.319284,-1.106196,-0.000178,0.004515,0.004494,-0.000118,-0.002778,0.007574,-0.000283,0.000012,0.000492,10.000000,5.000000,-5.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1486.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,31,-1
