time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,height_e,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,raw_of_y, of_y, raw_of_y_d, of_y_d, yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
10.436314,0.002668,-0.248023,-0.950349,0.003628,-0.076655,-0.114733,-0.000577,0.054958,0.036010,-0.001636,-0.000280,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6551,-2,30,3
10.438268,0.002675,-0.248177,-0.950578,0.003627,-0.076546,-0.114660,-0.000617,0.054954,0.036064,-0.001626,-0.000276,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6551,-2,30,3
10.440222,0.002682,-0.248330,-0.950808,0.003626,-0.076436,-0.114588,-0.000656,0.054946,0.036108,-0.001617,-0.000272,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6551,-2,30,3
10.442176,0.002690,-0.248483,-0.951037,0.003625,-0.076326,-0.114516,-0.000695,0.054936,0.036140,-0.001607,-0.000268,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6552,-2,30,3
10.444130,0.002697,-0.248635,-0.951266,0.003623,-0.076216,-0.114444,-0.000732,0.054923,0.036057,-0.001599,-0.000264,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6552,-2,30,3
10.446084,0.002704,-0.248788,-0.951495,0.003622,-0.076106,-0.114372,-0.000769,0.054907,0.035942,-0.001590,-0.000260,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6552,-2,30,3
10.448038,0.002711,-0.248940,-0.951724,0.003620,-0.075996,-0.114300,-0.000806,0.054889,0.035832,-0.001582,-0.000256,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6552,-2,30,3
10.449992,0.002719,-0.249092,-0.951953,0.003618,-0.075887,-0.114229,-0.000842,0.054867,0.035726,-0.001574,-0.000252,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6552,-2,30,2
10.451946,0.002726,-0.249244,-0.952181,0.003617,-0.075777,-0.114157,-0.000877,0.054845,0.035624,-0.001566,-0.000249,0.000427,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,-2,30,2
10.453900,0.002733,-0.249395,-0.952410,0.003615,-0.075667,-0.114085,-0.000912,0.054820,0.036372,-0.001558,-0.000245,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,-2,30,2
10.455854,0.002740,-0.249547,-0.952638,0.003613,-0.075558,-0.114011,-0.000946,0.054792,0.037316,-0.001551,-0.000242,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,-2,29,2
10.457808,0.002747,-0.249698,-0.952866,0.003611,-0.075448,-0.113935,-0.000980,0.054762,0.038163,-0.001544,-0.000238,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,-2,29,2
10.459762,0.002755,-0.249849,-0.953094,0.003609,-0.075339,-0.113858,-0.001012,0.054729,0.038924,-0.001537,-0.000235,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6545,-2,29,2
10.461716,0.002762,-0.249999,-0.953322,0.003607,-0.075229,-0.113779,-0.001044,0.054693,0.039500,-0.001531,-0.000231,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,-2,29,2
10.463670,0.002769,-0.250150,-0.953550,0.003605,-0.075120,-0.113699,-0.001075,0.054655,0.040193,-0.001525,-0.000228,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,1,29,2
10.465624,0.002776,-0.250300,-0.953777,0.003603,-0.075011,-0.113617,-0.001105,0.054614,0.040880,-0.001519,-0.000225,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,1,29,2
10.467578,0.002784,-0.250450,-0.954004,0.003600,-0.074901,-0.113535,-0.001133,0.054572,0.041496,-0.001513,-0.000222,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,1,29,2
10.469532,0.002791,-0.250600,-0.954232,0.003598,-0.074792,-0.113451,-0.001161,0.054528,0.042046,-0.001508,-0.000219,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,1,29,2
10.471486,0.002798,-0.250749,-0.954459,0.003596,-0.074683,-0.113366,-0.001187,0.054482,0.042537,-0.001502,-0.000216,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,3,29,2
10.473440,0.002805,-0.250899,-0.954685,0.003593,-0.074574,-0.113280,-0.001213,0.054435,0.042974,-0.001497,-0.000213,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,3,30,2
10.475394,0.002812,-0.251048,-0.954912,0.003591,-0.074466,-0.113194,-0.001236,0.054388,0.043363,-0.001491,-0.000211,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6543,3,30,2
10.477348,0.002820,-0.251197,-0.955139,0.003588,-0.074357,-0.113107,-0.001259,0.054340,0.043708,-0.001486,-0.000208,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,3,30,2
10.479302,0.002827,-0.251345,-0.955365,0.003586,-0.074248,-0.113019,-0.001280,0.054292,0.043907,-0.001481,-0.000206,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,3,30,2
10.481256,0.002834,-0.251494,-0.955591,0.003583,-0.074140,-0.112931,-0.001301,0.054244,0.044044,-0.001475,-0.000204,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,3,30,2
10.483210,0.002841,-0.251642,-0.955817,0.003581,-0.074031,-0.112843,-0.001320,0.054197,0.044161,-0.001470,-0.000201,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,0,30,2
10.485164,0.002848,-0.251790,-0.956043,0.003578,-0.073923,-0.112754,-0.001338,0.054151,0.044260,-0.001464,-0.000199,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,0,30,2
10.487118,0.002855,-0.251938,-0.956268,0.003575,-0.073815,-0.112665,-0.001356,0.054106,0.044342,-0.001459,-0.000197,0.000428,10.000000,44.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,0,30,2
10.489072,0.002863,-0.252086,-0.956494,0.003572,-0.073707,-0.112577,-0.001372,0.054062,0.044408,-0.001453,-0.000196,0.000428,10.000000,42.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,0,30,2
10.491026,0.002870,-0.252233,-0.956719,0.003570,-0.073599,-0.112488,-0.001388,0.054019,0.044461,-0.001447,-0.000194,0.000428,10.000000,42.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6544,0,30,2
10.492980,0.002877,-0.252380,-0.956944,0.003567,-0.073491,-0.112399,-0.001403,0.053976,0.044501,-0.001441,-0.000192,0.000428,10.000000,42.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6545,0,30,2
10.494934,0.002884,-0.252527,-0.957169,0.003564,-0.073383,-0.112310,-0.001417,0.053934,0.044424,-0.001435,-0.000190,0.000428,10.000000,42.000000,13.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6542,0,30,2
