time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
17.115086,0.007825,-0.313173,-1.096032,-0.000168,0.003319,0.009428,-0.000022,0.002808,0.000109,0.000286,0.000002,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-3,31,0
17.117041,0.007825,-0.313167,-1.096013,-0.000168,0.003325,0.009428,-0.000025,0.002806,0.000109,0.000286,0.000003,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-3,31,0
17.118994,0.007825,-0.313160,-1.095994,-0.000168,0.003327,0.009419,0.000140,-0.000530,-0.009319,0.000285,0.000003,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-3,31,0
17.120949,0.007824,-0.313153,-1.095975,-0.000168,0.003333,0.009420,-0.000031,0.002792,0.000110,0.000284,0.000003,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-3,31,0
17.122902,0.007824,-0.313147,-1.095956,-0.000168,0.003339,0.009420,-0.000035,0.002780,0.000109,0.000283,0.000004,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,31,0
17.124857,0.007824,-0.313140,-1.095937,-0.000168,0.003344,0.009420,-0.000038,0.002764,0.000110,0.000281,0.000004,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,31,0
17.126810,0.007823,-0.313133,-1.095919,-0.000169,0.003350,0.009420,-0.000042,0.002746,0.000110,0.000279,0.000004,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,31,0
17.128763,0.007823,-0.313127,-1.095900,-0.000168,0.003352,0.009412,-0.000058,0.002967,0.000795,0.000277,0.000005,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,31,0
17.130718,0.007823,-0.313120,-1.095881,-0.000169,0.003357,0.009412,-0.000049,0.002698,0.000110,0.000274,0.000005,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1514.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,31,0
17.132671,0.007822,-0.313113,-1.095862,-0.000169,0.003363,0.009412,-0.000053,0.002669,0.000110,0.000271,0.000005,0.000488,10.000000,7.000000,-3.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1506.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-2,31,0
