time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
24.946718,0.235919,0.059003,-1.273406,0.055135,-0.316462,-0.069910,0.001601,-1.475385,-0.181110,-0.174326,-0.005262,-0.000049,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054669,0.000000,0.000000,0.000000,24.945740,257.575806,272.474823,-167.892502,7.294384,0.000010,-4.277855,9.460303,6766,1,31,5
24.948671,0.236030,0.058365,-1.273546,0.055138,-0.319408,-0.070271,0.001585,-1.472555,-0.180070,-0.174329,-0.005261,-0.000049,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054671,0.000000,0.000000,0.000000,24.947697,257.575806,272.474823,-167.892502,7.294384,0.000017,-4.277855,9.460303,6766,1,31,5
24.950626,0.236140,0.057722,-1.273688,0.055141,-0.322349,-0.070630,0.001571,-1.469741,-0.179098,-0.174331,-0.005260,-0.000049,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054672,0.000000,0.000000,0.000000,24.949648,257.575806,272.474823,-167.892502,7.294384,0.000023,-4.277855,9.460303,6766,1,31,5
24.952579,0.236250,0.057072,-1.273830,0.055144,-0.325285,-0.070986,0.001556,-1.466942,-0.178187,-0.174334,-0.005260,-0.000049,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054674,0.000000,0.000000,0.000000,24.951605,257.575806,272.474823,-167.892502,7.294384,0.000027,-4.277855,9.460303,6766,1,31,5
24.954535,0.236361,0.056416,-1.273972,0.055147,-0.328214,-0.071342,0.001543,-1.464157,-0.177330,-0.174337,-0.005259,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054676,0.000000,0.000000,0.000000,24.953556,257.575806,272.474823,-167.892502,7.294384,0.000030,-4.277855,9.460303,6766,1,31,5
24.956488,0.236471,0.055755,-1.274116,0.055150,-0.331138,-0.071695,0.001529,-1.461383,-0.176525,-0.174339,-0.005258,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054677,0.000000,0.000000,0.000000,24.955511,257.575806,272.474823,-167.892502,7.294384,0.000031,-4.277855,9.460303,6766,1,31,5
24.958443,0.236582,0.055087,-1.274260,0.055153,-0.334057,-0.072047,0.001517,-1.458622,-0.175765,-0.174341,-0.005257,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054679,0.000000,0.000000,0.000000,24.957464,257.575806,272.474823,-167.892502,7.294384,0.000030,-4.277855,9.460303,6766,1,31,5
24.960396,0.236692,0.054414,-1.274405,0.055156,-0.336970,-0.072397,0.001504,-1.455872,-0.175046,-0.174343,-0.005257,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054680,0.000000,0.000000,0.000000,24.959419,257.575806,272.474823,-167.892502,7.294384,0.000029,-4.277855,9.460303,6766,1,31,6
24.962351,0.236802,0.053735,-1.274550,0.055159,-0.339878,-0.072746,0.001493,-1.453133,-0.174364,-0.174345,-0.005256,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054682,0.000000,0.000000,0.000000,24.961372,257.575806,272.474823,-167.892502,7.294384,0.000034,-4.277855,9.460303,6766,1,31,6
24.964304,0.236913,0.053050,-1.274696,0.055162,-0.342780,-0.073094,0.001482,-1.450402,-0.173718,-0.174347,-0.005255,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054684,0.000000,0.000000,0.000000,24.963327,257.575806,272.474823,-167.892502,7.294384,0.000043,-4.277855,9.460303,6766,1,31,6
24.966257,0.237023,0.052360,-1.274843,0.055165,-0.345677,-0.073441,0.001471,-1.447680,-0.173103,-0.174349,-0.005255,-0.000050,10.000000,-48.000000,26.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2540.000000,-0.054685,0.000000,0.000000,0.000000,24.965281,257.575806,272.474823,-167.892502,7.294384,0.000051,-4.277855,9.460303,6766,1,31,6
24.968212,0.237134,0.051663,-1.274991,0.055168,-0.348568,-0.073786,0.001462,-1.444967,-0.172516,-0.174351,-0.005254,-0.000050,10.000000,-47.000000,41.000000,0.215816,0.014439,0.000000,0.000000,0.000000,-0.011926,2502.000000,-0.054687,0.000000,0.000000,0.000000,24.967236,257.575806,272.474823,-167.892502,7.294384,0.000058,-4.277855,9.460303,6766,1,31,6
24.970165,0.237244,0.050961,-1.275139,0.055171,-0.351454,-0.074130,0.001452,-1.442262,-0.171955,-0.174352,-0.005254,-0.000050,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.067000,-0.112914,2502.000000,-0.054688,0.000000,0.000000,0.000000,24.969189,223.880493,245.118530,-502.914886,-158.945175,0.000062,-3.848361,9.469851,6662,1,31,6
24.972120,0.237355,0.050253,-1.275288,0.055174,-0.354332,-0.074459,0.001387,-1.437655,-0.160574,-0.174354,-0.005253,-0.000050,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054690,0.000000,0.000000,0.000000,24.971144,223.880493,245.118530,-502.914886,-158.945175,0.000066,-3.848361,9.469851,6662,1,31,6
24.974073,0.237465,0.049540,-1.275437,0.055177,-0.357200,-0.074759,0.001309,-1.432621,-0.146747,-0.174355,-0.005253,-0.000050,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054691,0.000000,0.000000,0.000000,24.973097,223.880493,245.118530,-502.914886,-158.945175,0.000068,-3.848361,9.469851,6662,1,31,6
24.976028,0.237576,0.048820,-1.275587,0.055179,-0.360058,-0.075034,0.001238,-1.427816,-0.134205,-0.174356,-0.005252,-0.000050,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054692,0.000000,0.000000,0.000000,24.975052,223.880493,245.118530,-502.914886,-158.945175,0.000069,-3.848361,9.469851,6662,1,31,6
24.977982,0.237686,0.048095,-1.275738,0.055181,-0.362906,-0.075285,0.001174,-1.423221,-0.122827,-0.174357,-0.005252,-0.000050,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054694,0.000000,0.000000,0.000000,24.977003,223.880493,245.118530,-502.914886,-158.945175,0.000069,-3.848361,9.469851,6662,1,31,6
24.979937,0.237797,0.047364,-1.275889,0.055184,-0.365746,-0.075515,0.001116,-1.418815,-0.112507,-0.174358,-0.005252,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054695,0.000000,0.000000,0.000000,24.978960,223.880493,245.118530,-502.914886,-158.945175,0.000067,-3.848361,9.469851,6662,1,31,6
24.981890,0.237907,0.046628,-1.276040,0.055186,-0.368577,-0.075726,0.001063,-1.414582,-0.103145,-0.174359,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054696,0.000000,0.000000,0.000000,24.980911,223.880493,245.118530,-502.914886,-158.945175,0.000065,-3.848361,9.469851,6662,1,31,6
24.983845,0.238018,0.045886,-1.276192,0.055188,-0.371400,-0.075919,0.001015,-1.410506,-0.094653,-0.174360,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054697,0.000000,0.000000,0.000000,24.982868,223.880493,245.118530,-502.914886,-158.945175,0.000062,-3.848361,9.469851,6662,0,31,6
24.985798,0.238128,0.045138,-1.276345,0.055190,-0.374215,-0.076097,0.000972,-1.406572,-0.086949,-0.174360,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054698,0.000000,0.000000,0.000000,24.984819,223.880493,245.118530,-502.914886,-158.945175,0.000057,-3.848361,9.469851,6662,0,31,6
24.987753,0.238239,0.044385,-1.276497,0.055192,-0.377023,-0.076260,0.000932,-1.402768,-0.079960,-0.174361,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054699,0.000000,0.000000,0.000000,24.986776,223.880493,245.118530,-502.914886,-158.945175,0.000052,-3.848361,9.469851,6662,0,31,6
24.989706,0.238349,0.043626,-1.276650,0.055194,-0.379823,-0.076410,0.000897,-1.399082,-0.073619,-0.174362,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054700,0.000000,0.000000,0.000000,24.988728,223.880493,245.118530,-502.914886,-158.945175,0.000047,-3.848361,9.469851,6662,0,31,6
24.991659,0.238460,0.042861,-1.276803,0.055195,-0.382616,-0.076549,0.000865,-1.395504,-0.067867,-0.174362,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054701,0.000000,0.000000,0.000000,24.990685,223.880493,245.118530,-502.914886,-158.945175,0.000040,-3.848361,9.469851,6662,0,31,7
24.993614,0.238570,0.042091,-1.276957,0.055197,-0.385401,-0.076677,0.000837,-1.392025,-0.062647,-0.174362,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054702,0.000000,0.000000,0.000000,24.992636,223.880493,245.118530,-502.914886,-158.945175,0.000040,-3.848361,9.469851,6662,0,32,7
24.995567,0.238681,0.041315,-1.277110,0.055199,-0.388180,-0.076795,0.000811,-1.388634,-0.057910,-0.174363,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054703,0.000000,0.000000,0.000000,24.994593,223.880493,245.118530,-502.914886,-158.945175,0.000045,-3.848361,9.469851,6662,0,32,7
24.997522,0.238791,0.040534,-1.277264,0.055200,-0.390953,-0.076904,0.000788,-1.385324,-0.053612,-0.174363,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054704,0.000000,0.000000,0.000000,24.996544,223.880493,245.118530,-502.914886,-158.945175,0.000049,-3.848361,9.469851,6662,0,32,7
24.999475,0.238902,0.039747,-1.277418,0.055202,-0.393718,-0.077006,0.000767,-1.382088,-0.049712,-0.174363,-0.005251,-0.000049,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054705,0.000000,0.000000,0.000000,24.998501,223.880493,245.118530,-502.914886,-158.945175,0.000052,-3.848361,9.469851,6662,0,32,7
25.001431,0.239012,0.038955,-1.277573,0.055203,-0.396478,-0.077100,0.000749,-1.378921,-0.046173,-0.174363,-0.005251,-0.000048,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054705,0.000000,0.000000,0.000000,25.000452,223.880493,245.118530,-502.914886,-158.945175,0.000053,-3.848361,9.469851,6662,0,32,7
25.003384,0.239123,0.038157,-1.277727,0.055205,-0.399231,-0.077187,0.000732,-1.375815,-0.042961,-0.174363,-0.005251,-0.000048,10.000000,-47.000000,41.000000,0.124009,0.014492,0.000000,0.000000,0.000000,-0.112914,2502.000000,-0.054706,0.000000,0.000000,0.000000,25.002407,223.880493,245.118530,-502.914886,-158.945175,0.000053,-3.848361,9.469851,6662,0,32,7
