time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
25.167521,0.007801,-0.306314,-1.070669,-0.000200,0.001237,0.004829,0.000404,-0.000316,-0.000253,-0.000032,-0.000042,0.000481,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-4
25.169474,0.007801,-0.306311,-1.070659,-0.000199,0.001237,0.004829,0.000428,-0.000309,-0.000219,-0.000031,-0.000045,0.000480,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-4
25.171429,0.007801,-0.306309,-1.070649,-0.000199,0.001236,0.004828,0.000454,-0.000302,-0.000189,-0.000031,-0.000048,0.000479,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-4
25.173382,0.007800,-0.306306,-1.070640,-0.000198,0.001236,0.004828,0.000481,-0.000295,-0.000162,-0.000030,-0.000050,0.000478,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-4
25.175337,0.007800,-0.306304,-1.070630,-0.000197,0.001235,0.004828,0.000508,-0.000287,-0.000137,-0.000029,-0.000053,0.000477,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-4
25.177290,0.007799,-0.306301,-1.070620,-0.000195,0.001234,0.004828,0.000537,-0.000280,-0.000114,-0.000028,-0.000056,0.000476,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-3
25.179243,0.007799,-0.306299,-1.070611,-0.000194,0.001234,0.004827,0.000566,-0.000274,-0.000093,-0.000028,-0.000059,0.000475,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-3
25.181198,0.007799,-0.306296,-1.070601,-0.000193,0.001233,0.004827,0.000596,-0.000267,-0.000075,-0.000027,-0.000062,0.000473,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-3
25.183151,0.007798,-0.306294,-1.070591,-0.000192,0.001233,0.004827,0.000626,-0.000259,-0.000058,-0.000026,-0.000066,0.000472,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-3
25.185106,0.007798,-0.306292,-1.070582,-0.000191,0.001232,0.004827,0.000658,-0.000251,-0.000043,-0.000025,-0.000069,0.000471,10.000000,13.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1516.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,-3
