time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
22.809042,0.007796,-0.304492,-1.059830,0.000197,-0.000195,0.004508,0.000936,-0.000190,0.001449,-0.000020,-0.000093,0.000460,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,30,1
22.810995,0.007796,-0.304492,-1.059821,0.000199,-0.000196,0.004511,0.000893,-0.000194,0.001464,-0.000020,-0.000089,0.000461,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,30,1
22.812950,0.007797,-0.304493,-1.059812,0.000201,-0.000196,0.004514,0.000849,-0.000199,0.001477,-0.000021,-0.000084,0.000461,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,30,1
22.814903,0.007797,-0.304493,-1.059803,0.000202,-0.000197,0.004517,0.000807,-0.000203,0.001490,-0.000021,-0.000080,0.000462,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,30,1
22.816858,0.007798,-0.304493,-1.059794,0.000204,-0.000197,0.004520,0.000765,-0.000207,0.001501,-0.000021,-0.000076,0.000463,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,30,1
22.818811,0.007798,-0.304494,-1.059785,0.000205,-0.000198,0.004523,0.000724,-0.000211,0.001511,-0.000022,-0.000072,0.000464,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,30,1
22.820766,0.007798,-0.304494,-1.059776,0.000207,-0.000198,0.004526,0.000683,-0.000215,0.001520,-0.000022,-0.000068,0.000465,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,29,1
22.822720,0.007799,-0.304494,-1.059767,0.000208,-0.000198,0.004529,0.000643,-0.000219,0.001528,-0.000023,-0.000064,0.000466,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,29,0
22.824675,0.007799,-0.304495,-1.059758,0.000209,-0.000199,0.004532,0.000604,-0.000221,0.001535,-0.000023,-0.000060,0.000467,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,29,0
22.826628,0.007800,-0.304495,-1.059749,0.000210,-0.000199,0.004535,0.000567,-0.000226,0.001541,-0.000023,-0.000056,0.000468,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,29,0
