time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, lp_const_of, of_y, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
12.167558,-0.004618,-0.001622,-1.094851,0.000021,-0.000131,-0.029664,0.000077,0.000407,0.035157,0.000030,-0.000010,0.000491,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,0,31,-1
12.169512,-0.004618,-0.001622,-1.094910,0.000021,-0.000130,-0.029593,0.000077,0.000419,0.035514,0.000031,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,0
12.171466,-0.004618,-0.001622,-1.094969,0.000022,-0.000130,-0.029523,0.000076,0.000428,0.034984,0.000032,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.173420,-0.004618,-0.001622,-1.095028,0.000022,-0.000129,-0.029453,0.000075,0.000440,0.035072,0.000033,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.175374,-0.004618,-0.001623,-1.095087,0.000022,-0.000128,-0.029382,0.000075,0.000451,0.035419,0.000035,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,-1,31,0
12.177328,-0.004618,-0.001623,-1.095146,0.000022,-0.000127,-0.029312,0.000074,0.000462,0.034880,0.000036,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.179282,-0.004618,-0.001623,-1.095204,0.000022,-0.000126,-0.029242,0.000073,0.000473,0.034959,0.000037,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.181236,-0.004618,-0.001623,-1.095263,0.000022,-0.000125,-0.029172,0.000073,0.000484,0.035299,0.000038,-0.000010,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.183190,-0.004618,-0.001624,-1.095321,0.000022,-0.000124,-0.029101,0.000072,0.000494,0.035600,0.000039,-0.000009,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.185144,-0.004617,-0.001624,-1.095379,0.000023,-0.000123,-0.029029,0.000071,0.000504,0.035867,0.000040,-0.000009,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.187098,-0.004617,-0.001624,-1.095437,0.000023,-0.000122,-0.028957,0.000070,0.000513,0.036101,0.000041,-0.000009,0.000490,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1468.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.189052,-0.004617,-0.001624,-1.095495,0.000023,-0.000121,-0.028884,0.000069,0.000522,0.036307,0.000042,-0.000009,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.191006,-0.004617,-0.001625,-1.095553,0.000023,-0.000120,-0.028811,0.000068,0.000531,0.036488,0.000043,-0.000009,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.192960,-0.004617,-0.001625,-1.095610,0.000023,-0.000119,-0.028738,0.000067,0.000539,0.036645,0.000044,-0.000009,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.194914,-0.004617,-0.001625,-1.095668,0.000023,-0.000118,-0.028665,0.000065,0.000546,0.036781,0.000045,-0.000009,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.196868,-0.004617,-0.001625,-1.095725,0.000023,-0.000117,-0.028591,0.000064,0.000553,0.036898,0.000046,-0.000009,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.198822,-0.004617,-0.001626,-1.095782,0.000024,-0.000116,-0.028517,0.000062,0.000559,0.036998,0.000046,-0.000009,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
12.200776,-0.004617,-0.001626,-1.095839,0.000024,-0.000114,-0.028443,0.000061,0.000564,0.037081,0.000047,-0.000008,0.000489,10.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6497,-1,31,0
