time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, raw_of_y_d_test, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
12.573990,-0.003907,-0.001594,-1.082755,-0.000160,-0.000045,-0.030197,-0.001145,-0.000292,0.034438,-0.000034,0.000130,0.000455,10.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,29,2
12.575944,-0.003907,-0.001594,-1.082816,-0.000162,-0.000045,-0.030129,-0.001095,-0.000298,0.034348,-0.000035,0.000125,0.000456,10.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,29,1
12.577898,-0.003907,-0.001594,-1.082876,-0.000164,-0.000046,-0.030060,-0.001044,-0.000303,0.034261,-0.000036,0.000120,0.000457,10.000000,11.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,29,1
12.579852,-0.003908,-0.001594,-1.082936,-0.000166,-0.000047,-0.029992,-0.000994,-0.000310,0.034176,-0.000037,0.000115,0.000458,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,29,1
12.581806,-0.003908,-0.001595,-1.082996,-0.000168,-0.000047,-0.029924,-0.000942,-0.000317,0.034093,-0.000037,0.000110,0.000458,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,29,0
12.583760,-0.003908,-0.001595,-1.083055,-0.000170,-0.000048,-0.029855,-0.000891,-0.000322,0.034012,-0.000038,0.000105,0.000459,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,29,0
12.585714,-0.003909,-0.001595,-1.083115,-0.000172,-0.000048,-0.029788,-0.000838,-0.000329,0.033933,-0.000039,0.000099,0.000460,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,0
12.587668,-0.003909,-0.001595,-1.083175,-0.000174,-0.000049,-0.029720,-0.000785,-0.000335,0.033856,-0.000039,0.000094,0.000460,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,0
12.589622,-0.003909,-0.001595,-1.083234,-0.000175,-0.000050,-0.029652,-0.000731,-0.000342,0.033781,-0.000040,0.000089,0.000461,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,0
12.591576,-0.003910,-0.001595,-1.083293,-0.000176,-0.000050,-0.029585,-0.000676,-0.000348,0.033706,-0.000041,0.000083,0.000462,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,0
12.593530,-0.003910,-0.001595,-1.083353,-0.000178,-0.000051,-0.029517,-0.000621,-0.000354,0.033633,-0.000041,0.000077,0.000462,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,0
12.595484,-0.003911,-0.001595,-1.083412,-0.000179,-0.000052,-0.029450,-0.000565,-0.000359,0.033561,-0.000042,0.000072,0.000463,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,-1
12.597438,-0.003911,-0.001595,-1.083470,-0.000180,-0.000053,-0.029383,-0.000508,-0.000362,0.033490,-0.000043,0.000066,0.000463,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,-1
12.599392,-0.003911,-0.001595,-1.083529,-0.000181,-0.000053,-0.029316,-0.000450,-0.000367,0.033420,-0.000043,0.000060,0.000463,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,-1
12.601346,-0.003912,-0.001596,-1.083588,-0.000182,-0.000054,-0.029250,-0.000391,-0.000371,0.033350,-0.000043,0.000054,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,30,-1
12.603300,-0.003912,-0.001596,-1.083646,-0.000182,-0.000055,-0.029183,-0.000332,-0.000374,0.033282,-0.000044,0.000048,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,31,-1
12.605254,-0.003912,-0.001596,-1.083704,-0.000183,-0.000056,-0.029117,-0.000272,-0.000377,0.033215,-0.000044,0.000042,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,31,-2
12.607208,-0.003913,-0.001596,-1.083763,-0.000183,-0.000056,-0.029050,-0.000212,-0.000378,0.033149,-0.000044,0.000036,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,31,-2
12.609162,-0.003913,-0.001596,-1.083821,-0.000184,-0.000057,-0.028984,-0.000151,-0.000379,0.033083,-0.000045,0.000030,0.000465,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,31,-2
12.611116,-0.003913,-0.001596,-1.083879,-0.000184,-0.000058,-0.028918,-0.000089,-0.000380,0.033018,-0.000045,0.000023,0.000465,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,31,-2
12.613070,-0.003914,-0.001596,-1.083936,-0.000184,-0.000059,-0.028852,-0.000027,-0.000380,0.032953,-0.000045,0.000017,0.000465,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,1,31,-2
12.615024,-0.003914,-0.001596,-1.083994,-0.000184,-0.000059,-0.028786,0.000035,-0.000380,0.032889,-0.000045,0.000011,0.000465,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,31,-2
12.616978,-0.003915,-0.001597,-1.084052,-0.000184,-0.000060,-0.028721,0.000097,-0.000378,0.032824,-0.000045,0.000004,0.000465,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,31,-2
12.618932,-0.003915,-0.001597,-1.084109,-0.000183,-0.000061,-0.028655,0.000159,-0.000376,0.032761,-0.000044,-0.000002,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,31,-2
12.620886,-0.003915,-0.001597,-1.084166,-0.000183,-0.000062,-0.028590,0.000222,-0.000374,0.032698,-0.000044,-0.000009,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,-2
12.622840,-0.003916,-0.001597,-1.084224,-0.000183,-0.000062,-0.028524,0.000285,-0.000370,0.032635,-0.000044,-0.000015,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,-2
12.624794,-0.003916,-0.001597,-1.084280,-0.000182,-0.000063,-0.028459,0.000348,-0.000366,0.032573,-0.000043,-0.000022,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,-2
12.626748,-0.003916,-0.001597,-1.084337,-0.000181,-0.000064,-0.028394,0.000412,-0.000362,0.032511,-0.000043,-0.000028,0.000464,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.628702,-0.003917,-0.001597,-1.084394,-0.000180,-0.000065,-0.028329,0.000475,-0.000357,0.032344,-0.000043,-0.000035,0.000463,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.630656,-0.003917,-0.001597,-1.084451,-0.000179,-0.000065,-0.028265,0.000538,-0.000352,0.032153,-0.000042,-0.000041,0.000463,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.632610,-0.003917,-0.001598,-1.084507,-0.000178,-0.000066,-0.028201,0.000601,-0.000347,0.031975,-0.000042,-0.000048,0.000463,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.634564,-0.003918,-0.001598,-1.084564,-0.000177,-0.000067,-0.028137,0.000664,-0.000341,0.031807,-0.000041,-0.000054,0.000462,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.636518,-0.003918,-0.001598,-1.084620,-0.000175,-0.000067,-0.028074,0.000726,-0.000335,0.031651,-0.000040,-0.000061,0.000462,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.638472,-0.003918,-0.001598,-1.084676,-0.000174,-0.000068,-0.028011,0.000788,-0.000328,0.031503,-0.000040,-0.000067,0.000462,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.640426,-0.003919,-0.001598,-1.084732,-0.000172,-0.000069,-0.027948,0.000850,-0.000322,0.031364,-0.000039,-0.000074,0.000461,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.642380,-0.003919,-0.001598,-1.084788,-0.000170,-0.000069,-0.027885,0.000911,-0.000315,0.031232,-0.000039,-0.000080,0.000461,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-2
12.644334,-0.003920,-0.001598,-1.084844,-0.000168,-0.000070,-0.027823,0.000971,-0.000308,0.031108,-0.000038,-0.000086,0.000460,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.646288,-0.003920,-0.001598,-1.084899,-0.000166,-0.000070,-0.027761,0.001031,-0.000301,0.030991,-0.000037,-0.000093,0.000460,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.648242,-0.003920,-0.001599,-1.084955,-0.000164,-0.000071,-0.027699,0.001091,-0.000294,0.030880,-0.000037,-0.000099,0.000459,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.650196,-0.003921,-0.001599,-1.085010,-0.000162,-0.000072,-0.027638,0.001149,-0.000286,0.030773,-0.000036,-0.000105,0.000459,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.652150,-0.003921,-0.001599,-1.085065,-0.000159,-0.000072,-0.027576,0.001207,-0.000279,0.030672,-0.000035,-0.000111,0.000458,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.654104,-0.003921,-0.001599,-1.085120,-0.000157,-0.000073,-0.027515,0.001264,-0.000271,0.030575,-0.000034,-0.000117,0.000458,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.656058,-0.003921,-0.001599,-1.085175,-0.000154,-0.000073,-0.027454,0.001319,-0.000263,0.030482,-0.000034,-0.000123,0.000457,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.658012,-0.003922,-0.001599,-1.085230,-0.000152,-0.000074,-0.027393,0.001373,-0.000256,0.030392,-0.000033,-0.000129,0.000456,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.659966,-0.003922,-0.001599,-1.085285,-0.000149,-0.000074,-0.027333,0.001426,-0.000248,0.030306,-0.000032,-0.000134,0.000456,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.661920,-0.003922,-0.001600,-1.085340,-0.000146,-0.000075,-0.027272,0.001478,-0.000240,0.030223,-0.000031,-0.000140,0.000455,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.663874,-0.003923,-0.001600,-1.085394,-0.000143,-0.000075,-0.027212,0.001528,-0.000232,0.030143,-0.000031,-0.000145,0.000454,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.665828,-0.003923,-0.001600,-1.085448,-0.000140,-0.000076,-0.027152,0.001576,-0.000224,0.030064,-0.000030,-0.000150,0.000454,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.667782,-0.003923,-0.001600,-1.085503,-0.000136,-0.000076,-0.027092,0.001623,-0.000216,0.029988,-0.000029,-0.000155,0.000453,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.669736,-0.003923,-0.001600,-1.085557,-0.000133,-0.000077,-0.027032,0.001669,-0.000207,0.029914,-0.000028,-0.000160,0.000452,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-2
12.671690,-0.003924,-0.001600,-1.085611,-0.000130,-0.000077,-0.026972,0.001712,-0.000199,0.029842,-0.000027,-0.000165,0.000452,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-1
12.673644,-0.003924,-0.001601,-1.085665,-0.000126,-0.000077,-0.026912,0.001754,-0.000193,0.029771,-0.000027,-0.000169,0.000451,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-1
12.675598,-0.003924,-0.001601,-1.085719,-0.000123,-0.000078,-0.026853,0.001794,-0.000185,0.029702,-0.000026,-0.000174,0.000450,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-1
12.677552,-0.003924,-0.001601,-1.085772,-0.000119,-0.000078,-0.026794,0.001833,-0.000176,0.029634,-0.000025,-0.000178,0.000449,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-1
12.679506,-0.003925,-0.001601,-1.085826,-0.000115,-0.000078,-0.026735,0.001870,-0.000168,0.029568,-0.000024,-0.000182,0.000449,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-1
12.681460,-0.003925,-0.001601,-1.085879,-0.000112,-0.000079,-0.026675,0.001905,-0.000159,0.029503,-0.000023,-0.000186,0.000448,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,33,-1
12.683414,-0.003925,-0.001601,-1.085932,-0.000108,-0.000079,-0.026617,0.001939,-0.000151,0.029439,-0.000023,-0.000190,0.000447,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,-1
12.685368,-0.003925,-0.001602,-1.085986,-0.000104,-0.000079,-0.026558,0.001971,-0.000143,0.029375,-0.000022,-0.000193,0.000447,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,32,-1
12.687322,-0.003926,-0.001602,-1.086039,-0.000100,-0.000080,-0.026499,0.002001,-0.000134,0.029525,-0.000021,-0.000197,0.000446,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,32,-1
12.689276,-0.003926,-0.001602,-1.086092,-0.000096,-0.000080,-0.026439,0.002030,-0.000126,0.029723,-0.000020,-0.000200,0.000445,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6500,0,32,-1
12.691230,-0.003926,-0.001602,-1.086145,-0.000092,-0.000080,-0.026380,0.002057,-0.000118,0.029898,-0.000019,-0.000203,0.000445,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,-1
12.693184,-0.003926,-0.001602,-1.086197,-0.000087,-0.000080,-0.026320,0.002083,-0.000109,0.029945,-0.000018,-0.000206,0.000444,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,-1
12.695138,-0.003926,-0.001602,-1.086250,-0.000083,-0.000081,-0.026260,0.002107,-0.000101,0.029948,-0.000018,-0.000209,0.000444,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.697092,-0.003926,-0.001602,-1.086302,-0.000079,-0.000081,-0.026200,0.002130,-0.000094,0.029946,-0.000017,-0.000211,0.000443,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.699046,-0.003927,-0.001603,-1.086355,-0.000075,-0.000081,-0.026140,0.002151,-0.000086,0.029938,-0.000016,-0.000214,0.000442,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.701000,-0.003927,-0.001603,-1.086407,-0.000070,-0.000081,-0.026080,0.002170,-0.000077,0.029926,-0.000015,-0.000216,0.000442,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.702954,-0.003927,-0.001603,-1.086459,-0.000066,-0.000081,-0.026021,0.002189,-0.000069,0.029910,-0.000014,-0.000218,0.000441,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.704908,-0.003927,-0.001603,-1.086511,-0.000062,-0.000081,-0.025961,0.002206,-0.000061,0.029891,-0.000013,-0.000220,0.000441,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.706861,-0.003927,-0.001603,-1.086563,-0.000057,-0.000081,-0.025901,0.002221,-0.000052,0.029868,-0.000013,-0.000222,0.000440,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
12.708816,-0.003927,-0.001603,-1.086615,-0.000053,-0.000082,-0.025841,0.002236,-0.000044,0.029842,-0.000012,-0.000224,0.000440,10.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1404.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6501,0,32,0
