time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,height_e,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,raw_of_y, of_y, raw_of_y_d, of_y_d, yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
22.146635,0.007779,-0.304401,-1.061955,-0.000053,0.000403,0.004436,0.001892,-0.001861,-0.001410,-0.000190,-0.000193,0.000427,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.148590,0.007779,-0.304401,-1.061946,-0.000049,0.000399,0.004433,0.001889,-0.001862,-0.001408,-0.000190,-0.000192,0.000426,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.150543,0.007779,-0.304400,-1.061937,-0.000045,0.000396,0.004431,0.001885,-0.001864,-0.001407,-0.000190,-0.000192,0.000426,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.152498,0.007779,-0.304399,-1.061928,-0.000041,0.000392,0.004428,0.001881,-0.001868,-0.001406,-0.000191,-0.000192,0.000425,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.154451,0.007779,-0.304398,-1.061919,-0.000038,0.000388,0.004425,0.001876,-0.001874,-0.001405,-0.000191,-0.000191,0.000425,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.156406,0.007779,-0.304397,-1.061910,-0.000034,0.000384,0.004422,0.001870,-0.001880,-0.001404,-0.000192,-0.000190,0.000425,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.158360,0.007779,-0.304397,-1.061902,-0.000030,0.000381,0.004419,0.001865,-0.001887,-0.001403,-0.000193,-0.000190,0.000424,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,31,1
22.160315,0.007779,-0.304396,-1.061893,-0.000026,0.000377,0.004416,0.001858,-0.001896,-0.001403,-0.000194,-0.000189,0.000424,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,1
22.162268,0.007779,-0.304395,-1.061884,-0.000023,0.000373,0.004414,0.001852,-0.001905,-0.001296,-0.000195,-0.000189,0.000424,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,1
22.164223,0.007779,-0.304394,-1.061875,-0.000019,0.000369,0.004411,0.001845,-0.001915,-0.001165,-0.000196,-0.000188,0.000423,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,1
22.166176,0.007779,-0.304394,-1.061866,-0.000015,0.000365,0.004409,0.001838,-0.001926,-0.001046,-0.000197,-0.000187,0.000423,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,1
22.168131,0.007779,-0.304393,-1.061857,-0.000012,0.000362,0.004407,0.001831,-0.001937,-0.000938,-0.000198,-0.000186,0.000423,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,1
22.170084,0.007778,-0.304392,-1.061849,-0.000008,0.000358,0.004406,0.001823,-0.001949,-0.000841,-0.000199,-0.000186,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
22.172037,0.007778,-0.304392,-1.061840,-0.000004,0.000354,0.004404,0.001815,-0.001963,-0.000753,-0.000201,-0.000185,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
22.173992,0.007778,-0.304391,-1.061831,-0.000001,0.000350,0.004403,0.001807,-0.001976,-0.000673,-0.000202,-0.000184,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
22.175945,0.007778,-0.304390,-1.061822,0.000003,0.000346,0.004401,0.001799,-0.001989,-0.000599,-0.000204,-0.000183,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,30,2
22.177900,0.007778,-0.304389,-1.061813,0.000007,0.000342,0.004400,0.001791,-0.002003,-0.000533,-0.000205,-0.000182,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,33,2
22.179853,0.007779,-0.304389,-1.061805,0.000010,0.000338,0.004399,0.001783,-0.002017,-0.000472,-0.000206,-0.000181,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,33,2
22.181808,0.007779,-0.304388,-1.061796,0.000014,0.000334,0.004398,0.001775,-0.002032,-0.000416,-0.000208,-0.000181,0.000421,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,33,3
22.183762,0.007779,-0.304387,-1.061787,0.000017,0.000330,0.004398,0.001767,-0.002048,-0.000366,-0.000209,-0.000180,0.000421,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,3
22.185717,0.007779,-0.304387,-1.061778,0.000021,0.000326,0.004397,0.001758,-0.002063,-0.000321,-0.000211,-0.000179,0.000421,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,3
22.187670,0.007779,-0.304386,-1.061769,0.000024,0.000321,0.004396,0.001749,-0.002078,-0.000279,-0.000213,-0.000178,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,3
22.189625,0.007779,-0.304385,-1.061761,0.000028,0.000317,0.004396,0.001740,-0.002094,-0.000242,-0.000214,-0.000177,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,3
22.191578,0.007779,-0.304385,-1.061752,0.000031,0.000313,0.004396,0.001730,-0.002109,-0.000209,-0.000216,-0.000176,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.193533,0.007779,-0.304384,-1.061743,0.000035,0.000309,0.004395,0.001719,-0.002127,-0.000178,-0.000217,-0.000175,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.195486,0.007779,-0.304384,-1.061734,0.000038,0.000304,0.004395,0.001707,-0.002143,-0.000151,-0.000219,-0.000173,0.000422,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.197439,0.007779,-0.304383,-1.061725,0.000041,0.000300,0.004395,0.001695,-0.002159,-0.000126,-0.000221,-0.000172,0.000423,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.199394,0.007779,-0.304382,-1.061717,0.000045,0.000296,0.004394,0.001682,-0.002175,-0.000103,-0.000222,-0.000171,0.000423,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.201347,0.007779,-0.304382,-1.061708,0.000048,0.000291,0.004394,0.001668,-0.002191,-0.000083,-0.000224,-0.000169,0.000424,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.203302,0.007779,-0.304381,-1.061699,0.000051,0.000287,0.004394,0.001654,-0.002208,-0.000064,-0.000226,-0.000168,0.000424,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.205256,0.007779,-0.304381,-1.061690,0.000055,0.000283,0.004394,0.001639,-0.002224,-0.000048,-0.000228,-0.000166,0.000425,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.207211,0.007779,-0.304380,-1.061682,0.000058,0.000278,0.004394,0.001623,-0.002241,-0.000033,-0.000229,-0.000165,0.000425,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.209164,0.007780,-0.304380,-1.061673,0.000061,0.000274,0.004394,0.001607,-0.002258,-0.000019,-0.000231,-0.000163,0.000426,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.211119,0.007780,-0.304379,-1.061664,0.000064,0.000269,0.004394,0.001590,-0.002274,-0.000006,-0.000233,-0.000161,0.000427,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1542.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.213072,0.007780,-0.304379,-1.061655,0.000068,0.000264,0.004394,0.001572,-0.002291,0.000005,-0.000234,-0.000159,0.000428,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.215027,0.007780,-0.304378,-1.061646,0.000071,0.000260,0.004394,0.001553,-0.002308,0.000015,-0.000236,-0.000157,0.000428,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.216980,0.007780,-0.304377,-1.061638,0.000074,0.000255,0.004394,0.001534,-0.002325,0.000024,-0.000238,-0.000155,0.000429,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.218933,0.007780,-0.304377,-1.061629,0.000077,0.000251,0.004394,0.001514,-0.002342,0.000033,-0.000240,-0.000153,0.000430,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.220888,0.007780,-0.304376,-1.061620,0.000080,0.000246,0.004394,0.001493,-0.002360,0.000041,-0.000241,-0.000151,0.000431,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.222841,0.007781,-0.304376,-1.061611,0.000083,0.000241,0.004394,0.001472,-0.002377,0.000048,-0.000243,-0.000149,0.000432,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,32,4
22.224796,0.007781,-0.304376,-1.061602,0.000086,0.000236,0.004394,0.001450,-0.002394,0.000054,-0.000245,-0.000147,0.000433,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,4
22.226749,0.007781,-0.304375,-1.061594,0.000088,0.000232,0.004394,0.001427,-0.002411,0.000060,-0.000247,-0.000144,0.000434,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,4
22.228704,0.007781,-0.304375,-1.061585,0.000091,0.000227,0.004394,0.001403,-0.002429,0.000064,-0.000249,-0.000142,0.000435,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,4
22.230658,0.007781,-0.304374,-1.061576,0.000094,0.000222,0.004395,0.001379,-0.002446,0.000068,-0.000250,-0.000139,0.000436,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,4
22.232613,0.007782,-0.304374,-1.061567,0.000097,0.000217,0.004395,0.001355,-0.002463,0.000072,-0.000252,-0.000137,0.000437,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,4
22.234566,0.007782,-0.304373,-1.061558,0.000099,0.000212,0.004395,0.001330,-0.002481,0.000075,-0.000254,-0.000134,0.000439,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,3
22.236521,0.007782,-0.304373,-1.061550,0.000102,0.000207,0.004395,0.001305,-0.002496,0.000079,-0.000256,-0.000132,0.000440,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,3
22.238474,0.007782,-0.304372,-1.061541,0.000105,0.000202,0.004395,0.001280,-0.002514,0.000082,-0.000257,-0.000129,0.000441,10.000000,15.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1566.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,3
