time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,height_e, height,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,raw_of_y, of_y, raw_of_y_d, of_y_d, yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
11.712276,0.003623,-0.281770,-1.060582,0.003086,-0.048976,-0.055585,-0.000774,0.044013,0.049605,-0.000145,-0.000213,0.000440,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,31,0
11.714230,0.003630,-0.281868,-1.060693,0.003085,-0.048888,-0.055486,-0.000768,0.043985,0.049568,-0.000140,-0.000214,0.000440,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,31,0
11.716184,0.003636,-0.281966,-1.060804,0.003083,-0.048800,-0.055387,-0.000762,0.043955,0.049526,-0.000135,-0.000214,0.000439,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,31,0
11.718138,0.003642,-0.282063,-1.060915,0.003081,-0.048712,-0.055288,-0.000757,0.043923,0.049373,-0.000129,-0.000215,0.000439,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,31,0
11.720092,0.003648,-0.282161,-1.061025,0.003080,-0.048624,-0.055189,-0.000751,0.043890,0.049193,-0.000125,-0.000215,0.000439,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,31,0
11.722046,0.003654,-0.282258,-1.061136,0.003078,-0.048537,-0.055091,-0.000747,0.043856,0.049021,-0.000120,-0.000215,0.000439,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,31,0
11.724000,0.003660,-0.282355,-1.061246,0.003077,-0.048449,-0.054993,-0.000742,0.043820,0.048857,-0.000115,-0.000216,0.000439,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,31,0
11.725954,0.003667,-0.282452,-1.061356,0.003076,-0.048361,-0.054896,-0.000738,0.043783,0.048700,-0.000111,-0.000216,0.000439,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,31,0
11.727908,0.003673,-0.282549,-1.061466,0.003074,-0.048274,-0.054799,-0.000735,0.043744,0.048549,-0.000107,-0.000216,0.000438,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,30,0
11.729862,0.003679,-0.282645,-1.061575,0.003073,-0.048187,-0.054702,-0.000731,0.043705,0.048404,-0.000102,-0.000216,0.000438,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,30,1
11.731816,0.003685,-0.282742,-1.061684,0.003071,-0.048099,-0.054605,-0.000728,0.043662,0.048265,-0.000098,-0.000217,0.000438,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-1,30,1
11.733770,0.003691,-0.282838,-1.061794,0.003070,-0.048012,-0.054509,-0.000725,0.043621,0.048130,-0.000094,-0.000217,0.000438,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-3,31,1
11.735723,0.003697,-0.282934,-1.061903,0.003068,-0.047925,-0.054413,-0.000723,0.043578,0.048000,-0.000091,-0.000217,0.000437,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-3,31,1
11.737678,0.003703,-0.283029,-1.062011,0.003067,-0.047838,-0.054317,-0.000720,0.043534,0.047875,-0.000087,-0.000217,0.000437,10.000000,17.000000,6.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1520.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-3,31,1
11.739632,0.003710,-0.283125,-1.062120,0.003065,-0.047751,-0.054222,-0.000717,0.043488,0.047754,-0.000083,-0.000217,0.000437,10.000000,16.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-3,31,1
11.741586,0.003716,-0.283221,-1.062228,0.003064,-0.047664,-0.054126,-0.000715,0.043441,0.047635,-0.000080,-0.000217,0.000437,10.000000,16.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6507,-3,31,1
11.743540,0.003722,-0.283316,-1.062337,0.003063,-0.047577,-0.054031,-0.000713,0.043392,0.047519,-0.000077,-0.000217,0.000437,10.000000,16.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6508,-3,31,1
11.745494,0.003728,-0.283411,-1.062445,0.003061,-0.047490,-0.053936,-0.000710,0.043341,0.047300,-0.000074,-0.000217,0.000436,10.000000,16.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6508,-3,31,1
11.747448,0.003734,-0.283506,-1.062553,0.003060,-0.047404,-0.053842,-0.000708,0.043288,0.047060,-0.000071,-0.000217,0.000436,10.000000,16.000000,5.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6508,-3,31,1
