time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, lp_const_of, of_y, of_y_d,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
12.702954,-0.004414,-0.001595,-1.101009,0.000031,-0.000008,-0.015706,-0.000050,0.000273,0.016367,0.000027,0.000002,0.000490,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.704908,-0.004414,-0.001595,-1.101040,0.000030,-0.000007,-0.015673,-0.000053,0.000263,0.016321,0.000026,0.000003,0.000490,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.706861,-0.004414,-0.001595,-1.101071,0.000030,-0.000007,-0.015641,-0.000057,0.000254,0.016276,0.000025,0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.708816,-0.004414,-0.001595,-1.101103,0.000030,-0.000006,-0.015608,-0.000060,0.000244,0.016233,0.000024,0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.710770,-0.004414,-0.001595,-1.101134,0.000030,-0.000006,-0.015576,-0.000063,0.000235,0.016190,0.000023,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.712724,-0.004414,-0.001595,-1.101165,0.000030,-0.000005,-0.015544,-0.000065,0.000225,0.016149,0.000022,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.714678,-0.004414,-0.001595,-1.101196,0.000030,-0.000005,-0.015511,-0.000067,0.000215,0.016110,0.000021,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1462.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.716632,-0.004414,-0.001595,-1.101227,0.000030,-0.000005,-0.015479,-0.000069,0.000206,0.016071,0.000020,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.718586,-0.004414,-0.001595,-1.101258,0.000030,-0.000004,-0.015447,-0.000070,0.000196,0.016033,0.000019,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.720540,-0.004414,-0.001595,-1.101289,0.000029,-0.000004,-0.015415,-0.000071,0.000186,0.015996,0.000018,0.000005,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.722494,-0.004414,-0.001595,-1.101320,0.000029,-0.000003,-0.015383,-0.000072,0.000177,0.015959,0.000017,0.000005,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.724448,-0.004413,-0.001595,-1.101350,0.000029,-0.000003,-0.015351,-0.000072,0.000167,0.015923,0.000016,0.000005,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.726402,-0.004413,-0.001595,-1.101381,0.000029,-0.000003,-0.015320,-0.000071,0.000157,0.015888,0.000015,0.000005,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.728356,-0.004413,-0.001595,-1.101412,0.000029,-0.000003,-0.015288,-0.000071,0.000147,0.015853,0.000014,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.730310,-0.004413,-0.001595,-1.101442,0.000029,-0.000002,-0.015256,-0.000069,0.000138,0.015819,0.000013,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6504,0,31,0
12.732264,-0.004413,-0.001595,-1.101473,0.000029,-0.000002,-0.015225,-0.000068,0.000128,0.015785,0.000012,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,0
12.734218,-0.004413,-0.001595,-1.101503,0.000028,-0.000002,-0.015193,-0.000066,0.000118,0.015646,0.000011,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,0
12.736172,-0.004413,-0.001595,-1.101534,0.000028,-0.000002,-0.015162,-0.000063,0.000108,0.015484,0.000010,0.000004,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,0
12.738126,-0.004413,-0.001595,-1.101564,0.000028,-0.000001,-0.015131,-0.000060,0.000098,0.015334,0.000009,0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6505,0,31,0
12.740080,-0.004413,-0.001595,-1.101594,0.000028,-0.000001,-0.015101,-0.000057,0.000089,0.015196,0.000008,0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,31,0
12.742034,-0.004413,-0.001595,-1.101624,0.000028,-0.000001,-0.015070,-0.000053,0.000079,0.015280,0.000007,0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.743988,-0.004413,-0.001595,-1.101654,0.000028,-0.000001,-0.015040,-0.000048,0.000069,0.015423,0.000006,0.000002,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.745942,-0.004413,-0.001595,-1.101684,0.000028,-0.000001,-0.015009,-0.000044,0.000059,0.015549,0.000006,0.000002,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.747896,-0.004413,-0.001595,-1.101714,0.000028,-0.000001,-0.014977,-0.000039,0.000050,0.015660,0.000005,0.000001,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.749850,-0.004413,-0.001595,-1.101744,0.000028,-0.000001,-0.014946,-0.000034,0.000040,0.015758,0.000004,0.000001,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.751804,-0.004413,-0.001595,-1.101774,0.000028,-0.000000,-0.014914,-0.000029,0.000030,0.015844,0.000003,0.000000,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.753758,-0.004413,-0.001595,-1.101804,0.000028,-0.000000,-0.014882,-0.000023,0.000021,0.015920,0.000002,-0.000000,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.755712,-0.004413,-0.001595,-1.101834,0.000027,-0.000000,-0.014851,-0.000018,0.000011,0.015985,0.000001,-0.000001,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.757666,-0.004413,-0.001595,-1.101864,0.000027,-0.000000,-0.014818,-0.000013,0.000001,0.016041,-0.000000,-0.000001,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.759620,-0.004412,-0.001595,-1.101893,0.000027,-0.000000,-0.014786,-0.000009,-0.000009,0.016089,-0.000001,-0.000002,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.761574,-0.004412,-0.001595,-1.101923,0.000027,-0.000000,-0.014754,-0.000004,-0.000018,0.016130,-0.000002,-0.000002,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6503,0,32,0
12.763528,-0.004412,-0.001595,-1.101952,0.000027,-0.000000,-0.014722,0.000000,-0.000028,0.016165,-0.000003,-0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,0
12.765482,-0.004412,-0.001595,-1.101982,0.000027,-0.000001,-0.014689,0.000004,-0.000037,0.016299,-0.000004,-0.000003,0.000489,10.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1482.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6502,0,32,0
