time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,att_phi,att_theta,att_psi,distance_est,centroid_x,centroid_y,divergence,true_divergence,divergence_sp,set_point,dt,raw_divergence,color_count,mu_x,p_output,i_output,pid_on, time_sl,raw_of_y, of_y, raw_of_y_d, of_y_d,yaw_vel,mu_y, mu_z,cmd_thrust,cmd_roll,cmd_pitch,cmd_yaw
25.411770,0.007793,-0.304596,-1.057622,0.000183,0.000093,0.004124,0.001221,0.002266,-0.001417,0.000230,-0.000122,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,29,0
25.413725,0.007794,-0.304596,-1.057614,0.000185,0.000098,0.004121,0.001169,0.002240,-0.001416,0.000227,-0.000117,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,29,0
25.415678,0.007794,-0.304596,-1.057606,0.000187,0.000102,0.004118,0.001118,0.002212,-0.001415,0.000224,-0.000112,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,29,0
25.417631,0.007795,-0.304596,-1.057598,0.000189,0.000106,0.004115,0.001068,0.002183,-0.001414,0.000221,-0.000106,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,29,0
25.419586,0.007795,-0.304596,-1.057589,0.000191,0.000111,0.004112,0.001018,0.002151,-0.001414,0.000218,-0.000101,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,-1,29,0
25.421539,0.007795,-0.304595,-1.057581,0.000193,0.000115,0.004109,0.000969,0.002117,-0.001413,0.000214,-0.000097,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,29,0
25.423494,0.007796,-0.304595,-1.057573,0.000195,0.000119,0.004107,0.000921,0.002081,-0.001412,0.000210,-0.000092,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,29,0
25.425447,0.007796,-0.304595,-1.057565,0.000197,0.000123,0.004104,0.000874,0.002043,-0.001412,0.000206,-0.000087,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,29,0
25.427402,0.007797,-0.304595,-1.057556,0.000199,0.000127,0.004101,0.000828,0.002004,-0.001411,0.000202,-0.000082,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,29,0
25.429356,0.007797,-0.304594,-1.057548,0.000200,0.000131,0.004098,0.000784,0.001963,-0.001410,0.000198,-0.000078,0.000488,10.000000,17.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.065000,0.000000,1518.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6506,0,29,0
